City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
253,Ziniare,BF,2021-12-20 01:46:37,12.5822,-1.2983,69.84,21,19,10.0,few clouds
254,Datong,CN,2021-12-20 01:46:38,40.0936,113.2914,27.27,44,0,4.14,clear sky
255,Aripuana,BR,2021-12-20 01:46:38,-9.1667,-60.6333,74.39,99,100,1.66,overcast clouds
256,Challakere,IN,2021-12-20 01:46:39,14.3167,76.65,62.58,77,5,5.73,clear sky
257,Cabo San Lucas,MX,2021-12-20 01:44:08,22.8909,-109.9124,74.14,75,3,2.77,clear sky
258,Roma,US,2021-12-20 01:46:29,43.2128,-75.4557,26.46,83,1,0.0,clear sky
259,Margate,GB,2021-12-20 01:46:39,51.3813,1.3862,44.69,93,100,4.0,overcast clouds
260,Changji,CN,2021-12-20 01:46:40,44.0167,87.3167,0.39,85,20,6.71,mist
261,Sisimiut,GL,2021-12-20 01:46:40,66.9395,-53.6735,34.97,60,100,23.53,overcast clouds
262,Villamontes,BO,2021-12-20 01:46:40,-21.25,-63.5,73.0,96,100,3.09,overcast clouds
263,Raudeberg,NO,2021-12-20 01:46:41,61.9875,5.1352,38.86,93,92,1.01,overcast clouds
264,Souillac,MU,2021-12-20 01:46:41,-20.5167,57.5167,76.35,83,20,5.75,few clouds
265,Chandausi,IN,2021-12-20 01:46:42,28.45,78.7667,44.71,29,47,5.28,scattered clouds
266,Pareora,NZ,2021-12-20 01:46:42,-44.4871,171.2132,74.17,44,100,9.06,overcast clouds
267,Linfen,CN,2021-12-20 01:46:43,36.0889,111.5189,40.01,35,1,4.9,clear sky
268,Quatre Cocos,MU,2021-12-20 01:46:43,-20.2078,57.7625,76.08,81,67,4.47,broken clouds
269,Cabra,ES,2021-12-20 01:46:43,37.4725,-4.4421,50.4,74,100,5.99,overcast clouds
270,San Policarpo,PH,2021-12-20 01:46:44,12.1791,125.5072,81.68,84,75,9.17,broken clouds
271,Kalmunai,LK,2021-12-20 01:46:44,7.4167,81.8167,75.56,82,43,8.37,scattered clouds
272,Tortoli,IT,2021-12-20 01:46:45,39.9256,9.6572,50.47,49,0,4.07,clear sky
273,Boyolangu,ID,2021-12-20 01:46:45,-8.1181,111.8935,78.76,86,100,3.0,overcast clouds
274,Southbridge,US,2021-12-20 01:46:45,42.0751,-72.0334,27.66,73,6,1.01,clear sky
275,Kachiry,KZ,2021-12-20 01:46:46,53.0675,76.1036,19.92,95,96,10.09,overcast clouds
276,Camacha,PT,2021-12-20 01:46:46,33.0833,-16.3333,65.53,82,40,23.02,scattered clouds
277,Deputatskiy,RU,2021-12-20 01:46:47,69.3,139.9,-27.22,97,100,5.44,overcast clouds
278,Houma,US,2021-12-20 01:45:00,29.5958,-90.7195,50.0,82,100,15.01,overcast clouds
279,Hurghada,EG,2021-12-20 01:46:47,27.2574,33.8129,60.84,33,0,0.0,clear sky
280,Farmington,US,2021-12-20 01:46:47,36.7281,-108.2187,33.19,63,1,5.75,clear sky
281,Marzuq,YE,2021-12-20 01:46:48,14.4,46.4667,59.14,48,61,1.86,broken clouds
282,La Ronge,CA,2021-12-20 01:45:22,55.1001,-105.2842,-9.15,70,90,11.5,light snow
283,Takoradi,GH,2021-12-20 01:46:48,4.8845,-1.7554,79.36,75,84,5.37,broken clouds
284,Sainte-Suzanne,RE,2021-12-20 01:46:48,-20.9061,55.6089,78.12,88,75,3.44,light rain
285,Vila,PT,2021-12-20 01:46:49,42.0304,-8.1588,43.7,73,100,5.57,overcast clouds
286,Kruisfontein,ZA,2021-12-20 01:46:49,-34.0033,24.7314,63.88,93,100,7.99,overcast clouds
287,Fethiye,TR,2021-12-20 01:46:50,36.6217,29.1164,40.87,71,77,5.64,broken clouds
288,Parangan,PH,2021-12-20 01:46:50,5.0839,119.9383,83.12,75,100,11.36,overcast clouds
289,Jishou,CN,2021-12-20 01:46:50,28.3167,109.7167,53.67,54,38,0.69,scattered clouds
290,Ahipara,NZ,2021-12-20 01:46:51,-35.1667,173.1667,70.7,61,38,7.23,scattered clouds
291,Mikkeli,FI,2021-12-20 01:46:51,61.6886,27.2723,14.11,79,75,8.05,light snow
292,Yerbogachen,RU,2021-12-20 01:46:52,61.2767,108.0108,-37.79,99,92,3.69,overcast clouds
293,Saint Anthony,US,2021-12-20 01:46:52,45.0205,-93.218,30.65,73,40,4.0,scattered clouds
294,Kyzyl,RU,2021-12-20 01:46:52,51.7,94.45,8.04,94,100,0.56,overcast clouds
295,San Patricio,US,2021-12-20 01:46:53,28.017,-97.5169,51.66,49,100,9.28,overcast clouds
296,Longhua,CN,2021-12-20 01:46:53,23.6137,114.1919,59.18,41,100,2.73,light rain
297,Vitim,RU,2021-12-20 01:46:54,59.4511,112.5578,-39.1,99,100,2.48,overcast clouds
298,Vuktyl,RU,2021-12-20 01:46:54,63.8567,57.3094,-0.76,80,100,8.79,overcast clouds
299,Aswan,EG,2021-12-20 01:46:54,24.0934,32.907,54.7,47,0,0.0,clear sky
300,Brae,GB,2021-12-20 01:46:55,60.3964,-1.353,39.11,68,100,5.39,overcast clouds
301,Dunedin,NZ,2021-12-20 01:46:26,-45.8742,170.5036,73.98,43,81,20.87,broken clouds
302,Jati,PK,2021-12-20 01:46:55,24.3539,68.2671,59.92,27,9,2.39,clear sky
303,Chimore,BO,2021-12-20 01:46:55,-16.9833,-65.1333,74.12,93,100,2.13,overcast clouds
304,Blairmore,CA,2021-12-20 01:46:56,49.6,-114.4353,15.49,85,100,9.22,overcast clouds
305,Yazd,IR,2021-12-20 01:46:56,31.8972,54.3675,48.31,57,40,4.61,scattered clouds
306,Ojinaga,MX,2021-12-20 01:46:56,29.5667,-104.4167,50.58,76,1,4.61,clear sky
307,Valparaiso,CL,2021-12-20 01:42:14,-33.0393,-71.6273,58.64,88,20,6.91,few clouds
308,Christchurch,NZ,2021-12-20 01:46:57,-43.5333,172.6333,79.0,34,100,11.01,overcast clouds
309,Bambous Virieux,MU,2021-12-20 01:46:58,-20.3428,57.7575,76.21,83,20,5.75,few clouds
310,Castrillon,ES,2021-12-20 01:46:58,43.3979,-6.7922,43.34,80,68,5.23,broken clouds
311,Kattivakkam,IN,2021-12-20 01:46:58,13.2167,80.3167,74.07,88,39,9.51,scattered clouds
312,Adrar,MR,2021-12-20 01:46:59,20.5022,-10.0711,70.41,33,100,12.95,overcast clouds
313,Sinop,TR,2021-12-20 01:46:05,41.7711,34.8709,32.11,92,63,6.91,broken clouds
314,Santa Cruz,BO,2021-12-20 01:46:59,-17.8,-63.1667,78.26,83,75,4.61,broken clouds
315,Naerbo,NO,2021-12-20 01:47:00,58.6667,5.65,34.61,94,2,7.85,clear sky
316,Mbuji-Mayi,CD,2021-12-20 01:47:00,-6.15,23.6,68.65,96,100,0.13,overcast clouds
317,Sabla,NG,2021-12-20 01:47:00,12.7525,4.7077,64.15,24,0,13.65,clear sky
318,Puerto Escondido,MX,2021-12-20 01:47:01,15.85,-97.0667,79.68,78,100,5.37,overcast clouds
319,Atar,MR,2021-12-20 01:47:01,20.5169,-13.0499,74.21,28,100,18.66,overcast clouds
320,Kudahuvadhoo,MV,2021-12-20 01:47:01,2.6708,72.8944,81.54,79,100,14.79,overcast clouds
321,Eyl,SO,2021-12-20 01:47:02,7.9803,49.8164,75.52,81,76,16.62,broken clouds
322,Mandalgovi,MN,2021-12-20 01:47:02,45.7625,106.2708,14.79,63,5,6.4,clear sky
323,Coari,BR,2021-12-20 01:47:02,-4.085,-63.1414,76.03,97,100,2.48,overcast clouds
324,Praia,CV,2021-12-20 01:47:03,14.9215,-23.5087,72.14,83,75,10.36,broken clouds
325,Gornopravdinsk,RU,2021-12-20 01:47:03,60.05,69.9,5.04,94,100,12.39,light snow
326,Kurumkan,RU,2021-12-20 01:47:03,54.3,110.3,-16.83,90,22,4.72,few clouds
327,Tres Lagoas,BR,2021-12-20 01:47:04,-20.7511,-51.6783,72.77,75,0,5.95,clear sky
328,Markivka,UA,2021-12-20 01:47:04,49.5229,39.5705,33.17,98,100,12.64,light snow
329,Nishihara,JP,2021-12-20 01:47:05,26.1842,127.7558,64.06,52,40,4.61,scattered clouds
330,Terrace,CA,2021-12-20 01:47:05,54.5163,-128.6035,14.43,67,75,29.93,broken clouds
331,Kamenskiy,RU,2021-12-20 01:47:06,50.8855,45.488,32.25,97,100,21.18,light snow
332,Umm Kaddadah,SD,2021-12-20 01:47:06,13.6017,26.6876,60.26,27,3,14.72,clear sky
333,Henties Bay,NA,2021-12-20 01:47:06,-22.116,14.2845,61.86,83,72,3.0,broken clouds
334,Beringovskiy,RU,2021-12-20 01:47:07,63.05,179.3167,3.04,88,100,9.6,overcast clouds
335,Chara,RU,2021-12-20 01:47:07,56.9064,118.2631,-28.12,82,88,2.73,overcast clouds
336,Khomutovo,RU,2021-12-20 01:47:08,52.4658,104.4025,2.01,98,37,3.04,scattered clouds
337,Trinidad,BO,2021-12-20 01:47:08,-14.8333,-64.9,72.41,98,100,1.23,overcast clouds
338,Hermiston,US,2021-12-20 01:46:07,45.8404,-119.2895,35.42,92,90,0.0,light snow
339,Birjand,IR,2021-12-20 01:47:09,32.8663,59.2211,43.27,100,0,6.91,clear sky
340,Zhezkazgan,KZ,2021-12-20 01:47:09,47.8043,67.7144,28.38,93,90,2.24,overcast clouds
341,Stanisic,RS,2021-12-20 01:47:09,45.94,19.1653,35.46,72,69,17.83,broken clouds
342,Bairiki,KI,2021-12-20 01:47:10,1.3292,172.9752,86.0,74,40,14.97,scattered clouds
343,Karpathos,GR,2021-12-20 01:47:10,35.507,27.2132,48.16,81,85,28.77,overcast clouds
344,Kimbe,PG,2021-12-20 01:47:11,-5.5502,150.1429,78.73,90,100,1.77,light rain
345,Okato,NZ,2021-12-20 01:47:11,-39.2,173.8833,70.43,69,75,10.6,broken clouds
346,Vestmannaeyjar,IS,2021-12-20 01:47:12,63.4427,-20.2734,45.64,84,100,5.46,overcast clouds
347,Flinders,AU,2021-12-20 01:47:12,-34.5833,150.8552,84.79,70,12,8.48,few clouds
348,Kiunga,PG,2021-12-20 01:47:12,-6.1219,141.2906,86.59,66,100,2.46,overcast clouds
349,Along,IN,2021-12-20 01:47:13,28.1667,94.7667,54.46,43,0,1.28,clear sky
350,Ewa Beach,US,2021-12-20 01:47:13,21.3156,-158.0072,82.35,61,1,15.01,clear sky
351,Waipawa,NZ,2021-12-20 01:47:14,-41.4122,175.5153,64.92,62,37,22.79,scattered clouds
352,Aksu,CN,2021-12-20 01:47:14,41.1231,80.2644,21.07,63,74,3.36,broken clouds
353,Kuruman,ZA,2021-12-20 01:44:22,-27.4524,23.4325,61.99,74,50,11.56,scattered clouds
354,Barcelos,PT,2021-12-20 01:47:15,41.5388,-8.6151,57.34,71,100,8.28,overcast clouds
355,Aranos,NA,2021-12-20 01:47:15,-24.1333,19.1167,71.55,52,38,12.37,scattered clouds
356,Kailua,US,2021-12-20 01:47:15,21.4022,-157.7394,82.38,74,40,14.97,scattered clouds
357,Upernavik,GL,2021-12-20 01:47:16,72.7868,-56.1549,24.12,72,92,9.64,overcast clouds
358,Kabo,CF,2021-12-20 01:47:16,7.6994,18.629,74.55,28,66,4.21,broken clouds
359,Half Moon Bay,US,2021-12-20 01:46:11,37.4636,-122.4286,52.03,83,90,1.01,overcast clouds
360,Imeni Zhelyabova,RU,2021-12-20 01:47:17,58.9544,36.5956,8.67,91,100,12.3,overcast clouds
361,Praia Da Vitoria,PT,2021-12-20 01:47:17,38.7333,-27.0667,56.75,94,20,16.22,few clouds
362,Khilok,RU,2021-12-20 01:47:18,51.3674,110.4676,0.61,85,100,14.61,overcast clouds
363,Lai,TD,2021-12-20 01:47:18,9.3952,16.2989,69.85,31,0,6.46,clear sky
364,Pyu,MM,2021-12-20 01:47:18,18.4833,96.4333,71.94,70,1,2.53,clear sky
365,Los Llanos De Aridane,ES,2021-12-20 01:47:18,28.6585,-17.9182,62.35,86,0,1.01,clear sky
366,Kahama,TZ,2021-12-20 01:47:19,-3.8333,32.6,63.45,97,96,0.76,moderate rain
367,Christiansburg,US,2021-12-20 01:43:07,37.1298,-80.4089,34.0,84,1,5.75,clear sky
368,Pitimbu,BR,2021-12-20 01:47:19,-7.4706,-34.8086,81.19,75,56,9.53,light rain
369,Ferrol,ES,2021-12-20 01:47:20,43.4832,-8.2369,55.67,62,100,8.79,overcast clouds
370,Vetlanda,SE,2021-12-20 01:47:20,57.4289,15.0776,33.55,80,40,10.58,scattered clouds
371,Ambilobe,MG,2021-12-20 01:47:20,-13.2,49.05,76.15,94,84,1.45,light rain
372,Opuwo,NA,2021-12-20 01:47:21,-18.0607,13.84,68.36,38,69,4.59,broken clouds
373,Uttaradit,TH,2021-12-20 01:47:21,17.6667,100.5,65.23,58,33,3.44,scattered clouds
374,Oskarshamn,SE,2021-12-20 01:47:21,57.2645,16.4484,36.81,76,78,17.49,broken clouds
375,Sterling,US,2021-12-20 01:47:22,39.0062,-77.4286,37.33,68,1,7.0,clear sky
376,Redwater,US,2021-12-20 01:47:22,33.3582,-94.2544,39.49,84,5,3.74,clear sky
377,Idil,TR,2021-12-20 01:47:22,37.3411,41.8895,43.45,82,92,7.72,light rain
378,Mecca,SA,2021-12-20 01:47:23,21.4267,39.8261,69.44,72,89,4.5,overcast clouds
379,Tongchuan,CN,2021-12-20 01:47:23,35.0806,109.0897,44.08,23,46,4.47,scattered clouds
380,Muravlenko,RU,2021-12-20 01:47:23,63.7898,74.523,-25.33,85,34,14.29,scattered clouds
381,Cap-Aux-Meules,CA,2021-12-20 01:47:24,47.3821,-61.8597,26.65,68,75,13.8,broken clouds
382,Buala,SB,2021-12-20 01:47:24,-8.145,159.5921,83.26,80,93,7.76,light rain
383,Abu Samrah,SY,2021-12-20 01:47:24,35.3029,37.1841,48.24,63,2,16.51,clear sky
384,Sulangan,PH,2021-12-20 01:47:25,11.1373,123.7228,81.55,77,11,10.02,few clouds
385,Naples,IT,2021-12-20 01:43:16,40.8333,14.25,53.65,88,0,3.44,clear sky
386,Seminole,US,2021-12-20 01:47:25,28.7086,-81.2081,75.47,89,75,8.05,broken clouds
387,Olive Branch,US,2021-12-20 01:44:00,34.9618,-89.8295,36.81,81,1,4.61,clear sky
388,Umm Lajj,SA,2021-12-20 01:47:26,25.0213,37.2685,65.57,55,97,9.57,overcast clouds
389,Shitanjing,CN,2021-12-20 01:47:26,39.2342,106.3439,31.28,21,0,12.53,clear sky
390,Vokhtoga,RU,2021-12-20 01:47:26,58.8147,41.0461,11.75,93,100,11.27,light snow
391,Ishigaki,JP,2021-12-20 01:47:27,24.3448,124.1572,69.93,52,20,13.8,few clouds
392,Kichera,RU,2021-12-20 01:47:27,55.9375,110.0997,-20.6,81,11,7.34,few clouds
393,Kyra,RU,2021-12-20 01:47:27,49.5776,111.9753,9.03,47,2,26.44,clear sky
394,Mikumi,TZ,2021-12-20 01:47:28,-7.4041,36.9831,70.88,91,44,4.99,scattered clouds
395,Yar-Sale,RU,2021-12-20 01:47:28,66.8333,70.8333,-25.67,100,100,9.28,overcast clouds
396,Nchelenge,ZM,2021-12-20 01:47:29,-9.3451,28.734,68.86,87,100,3.27,overcast clouds
397,Hami,CN,2021-12-20 01:47:29,42.8,93.45,23.23,52,0,0.81,clear sky
398,Mabaruma,GY,2021-12-20 01:47:29,8.2,-59.7833,73.33,99,91,3.04,overcast clouds
399,Nizhnyaya Omka,RU,2021-12-20 01:47:30,55.4338,74.9426,5.18,99,90,4.25,overcast clouds
400,Troy,US,2021-12-20 01:44:56,42.6056,-83.1499,30.15,76,75,1.99,broken clouds
401,Chulym,RU,2021-12-20 01:47:30,55.0997,80.9572,17.71,96,100,8.25,light snow
402,Shingu,JP,2021-12-20 01:47:31,33.7333,135.9833,50.99,47,5,5.03,clear sky
403,Povenets,RU,2021-12-20 01:47:31,62.8487,34.8262,0.63,87,29,10.49,scattered clouds
404,Erenhot,CN,2021-12-20 01:47:31,43.6475,111.9767,21.09,57,6,12.55,clear sky
405,Merauke,ID,2021-12-20 01:47:32,-8.4667,140.3333,86.29,61,100,4.61,overcast clouds
406,Caarapo,BR,2021-12-20 01:47:32,-22.6342,-54.8222,74.5,54,9,4.63,clear sky
407,Akyab,MM,2021-12-20 01:47:32,20.15,92.9,67.33,75,1,6.26,clear sky
408,Praya,CV,2021-12-20 01:47:33,14.9215,-23.5087,72.14,83,75,10.36,broken clouds
409,Batemans Bay,AU,2021-12-20 01:47:33,-35.7167,150.1833,85.98,56,5,10.65,clear sky
410,Ndele,CF,2021-12-20 01:47:34,8.4109,20.6473,70.72,33,2,4.85,clear sky
411,Bad Frankenhausen,DE,2021-12-20 01:47:34,51.35,11.1,38.08,90,12,1.01,few clouds
412,Byron Bay,AU,2021-12-20 01:47:34,-28.65,153.6167,91.06,57,100,9.01,overcast clouds
413,Mahina,PF,2021-12-20 01:47:35,-17.5065,-149.489,83.97,65,40,4.61,light rain
414,Chiautla,MX,2021-12-20 01:47:35,19.5333,-98.8833,67.77,65,99,5.21,overcast clouds
415,Oktyabrskiy,RU,2021-12-20 01:47:36,54.4815,53.471,22.73,93,98,15.55,light snow
416,Kochevo,RU,2021-12-20 01:47:36,59.5994,54.3125,1.33,99,95,4.61,overcast clouds
417,Yellandu,IN,2021-12-20 01:47:36,17.6,80.3333,59.9,67,0,3.4,clear sky
418,Sovetskaya Gavan,RU,2021-12-20 01:47:37,48.9723,140.2878,9.54,67,100,2.71,overcast clouds
419,Korla,CN,2021-12-20 01:47:37,41.7597,86.1469,20.71,60,33,1.63,scattered clouds
420,Dingle,PH,2021-12-20 01:47:37,10.9995,122.6711,83.53,75,36,10.22,scattered clouds
421,Sitio Novo Do Tocantins,BR,2021-12-20 01:47:38,-5.5183,-47.4611,74.41,95,100,3.2,overcast clouds
422,Malinyi,TZ,2021-12-20 01:47:38,-8.9333,36.1333,71.49,87,39,1.77,scattered clouds
423,Butembo,CD,2021-12-20 01:47:39,0.15,29.2833,56.88,95,100,2.66,light rain
424,Presidente Epitacio,BR,2021-12-20 01:47:39,-21.7633,-52.1156,72.41,69,0,4.21,clear sky
425,Turukhansk,RU,2021-12-20 01:47:39,65.8167,87.9833,-35.54,95,6,3.22,clear sky
426,Baykit,RU,2021-12-20 01:47:40,61.67,96.37,-32.87,98,17,1.95,few clouds
427,Malanville,BJ,2021-12-20 01:47:40,11.8685,3.3899,64.56,27,0,8.05,clear sky
428,Inyonga,TZ,2021-12-20 01:47:41,-6.7167,32.0667,61.99,97,81,1.66,light rain
429,Troitsko-Pechorsk,RU,2021-12-20 01:47:41,62.7084,56.1964,-4.99,95,100,9.98,overcast clouds
430,Geraldton,AU,2021-12-20 01:43:01,-28.7667,114.6,79.21,41,5,10.36,clear sky
431,Isla Vista,US,2021-12-20 01:47:41,34.4133,-119.861,56.68,77,40,4.61,scattered clouds
432,Villa Bruzual,VE,2021-12-20 01:47:42,9.3328,-69.1208,77.85,61,61,7.9,broken clouds
433,Tripoli,LY,2021-12-20 01:44:46,32.8752,13.1875,55.74,61,1,9.13,clear sky
434,Coquimbo,CL,2021-12-20 01:47:42,-29.9533,-71.3436,60.53,88,90,6.91,overcast clouds
435,Naryan-Mar,RU,2021-12-20 01:47:43,67.6713,53.087,-7.29,92,99,9.46,overcast clouds
436,Santa Isabel Do Rio Negro,BR,2021-12-20 01:47:43,-0.4139,-65.0192,74.88,97,100,1.54,overcast clouds
437,Presidencia Roque Saenz Pena,AR,2021-12-20 01:47:44,-26.7852,-60.4388,87.21,42,60,6.91,broken clouds
438,Mana,GF,2021-12-20 01:47:44,5.6592,-53.7767,77.43,90,96,6.93,overcast clouds
439,Marsabit,KE,2021-12-20 01:47:44,2.3284,37.9899,64.85,86,86,9.46,overcast clouds
440,Ostrovnoy,RU,2021-12-20 01:47:45,68.0531,39.5131,20.21,84,100,18.05,light snow
441,Conakry,GN,2021-12-20 01:45:30,9.538,-13.6773,73.36,71,0,8.19,clear sky
442,Kommunisticheskiy,RU,2021-12-20 01:47:45,61.6789,64.4819,0.97,96,100,9.22,light snow
443,Adre,TD,2021-12-20 01:47:46,13.4667,22.2,62.19,29,0,12.77,clear sky
444,Sao Filipe,CV,2021-12-20 01:47:46,14.8961,-24.4956,72.79,80,100,9.55,overcast clouds
445,Mehran,IR,2021-12-20 01:47:46,33.1222,46.1646,51.28,59,100,6.35,overcast clouds
446,Fortuna,US,2021-12-20 01:47:47,40.5982,-124.1573,55.74,84,75,1.01,broken clouds
447,Longyearbyen,SJ,2021-12-20 01:47:47,78.2186,15.6401,24.64,80,75,10.36,broken clouds
448,Jaisalmer,IN,2021-12-20 01:47:48,26.9147,70.9181,57.34,13,0,4.43,clear sky
449,Klaipeda,LT,2021-12-20 01:47:46,55.7172,21.1175,32.05,77,80,21.63,broken clouds
450,Sioux Lookout,CA,2021-12-20 01:47:48,50.1001,-91.917,19.78,79,90,13.8,light snow
451,Dehui,CN,2021-12-20 01:47:49,44.5333,125.7,28.71,73,3,12.41,clear sky
452,Egvekinot,RU,2021-12-20 01:47:49,66.3167,-179.1667,-10.73,99,50,2.95,scattered clouds
453,Vao,NC,2021-12-20 01:47:49,-22.6667,167.4833,77.27,85,85,13.67,overcast clouds
454,Lamu,KE,2021-12-20 01:47:50,-2.2717,40.902,79.02,86,55,9.1,light rain
455,Zyryanka,RU,2021-12-20 01:47:50,65.75,150.85,-42.27,97,78,9.6,broken clouds
456,Aguas Formosas,BR,2021-12-20 01:47:50,-17.0822,-40.9358,69.98,99,100,4.07,overcast clouds
457,Paamiut,GL,2021-12-20 01:47:51,61.994,-49.6678,44.51,47,100,23.26,overcast clouds
458,Tessalit,ML,2021-12-20 01:47:51,20.1986,1.0114,64.11,22,70,10.25,broken clouds
459,Sambava,MG,2021-12-20 01:47:51,-14.2667,50.1667,73.98,93,70,3.71,broken clouds
460,Cuauhtemoc,MX,2021-12-20 01:47:51,28.4167,-106.8667,40.73,71,4,2.19,clear sky
461,Key Largo,US,2021-12-20 01:47:47,25.0865,-80.4473,75.97,79,3,7.47,clear sky
462,Hay River,CA,2021-12-20 01:47:52,60.8156,-115.7999,-4.04,84,90,3.44,light snow
463,Silkeborg,DK,2021-12-20 01:47:52,56.1697,9.5451,37.74,79,0,9.01,clear sky
464,Spasskoye,RU,2021-12-20 01:47:53,44.6108,132.7969,19.31,81,100,9.82,overcast clouds
465,Portland,US,2021-12-20 01:46:55,45.5234,-122.6762,41.9,95,90,3.0,moderate rain
466,Lompoc,US,2021-12-20 01:47:53,34.6391,-120.4579,53.56,82,20,3.0,few clouds
467,Narsaq,GL,2021-12-20 01:47:54,60.9167,-46.05,38.35,54,100,17.94,overcast clouds
468,Port Keats,AU,2021-12-20 01:47:54,-14.25,129.55,88.75,62,100,9.04,overcast clouds
469,Zarubino,RU,2021-12-20 01:47:54,42.63,131.0922,27.97,60,100,4.79,overcast clouds
470,Santa Fe,AR,2021-12-20 01:44:50,-31.6333,-60.7,84.02,55,22,3.0,light rain
471,Sazonovo,RU,2021-12-20 01:47:55,59.0919,35.2268,9.59,90,100,11.07,overcast clouds
472,Kungurtug,RU,2021-12-20 01:47:55,50.5994,97.5228,10.15,92,100,1.54,overcast clouds
473,La Libertad,EC,2021-12-20 01:47:56,-2.2333,-80.9,71.46,91,100,5.95,light rain
474,Kapit,MY,2021-12-20 01:47:56,2.0167,112.9333,74.3,94,100,1.34,overcast clouds
475,Halifax,CA,2021-12-20 01:47:41,44.6453,-63.5724,28.42,90,19,3.0,few clouds
476,Filadelfia,US,2021-12-20 01:44:05,39.9523,-75.1638,33.21,62,1,4.0,clear sky
477,Kundla,IN,2021-12-20 01:47:57,21.3333,71.3,59.34,25,88,7.0,overcast clouds
478,Galesong,ID,2021-12-20 01:47:57,-5.3166,119.3661,82.42,74,100,5.84,overcast clouds
479,Sao Sebastiao,BR,2021-12-20 01:47:57,-23.76,-45.4097,70.38,86,69,4.94,broken clouds
480,Chistogorskiy,RU,2021-12-20 01:47:58,53.9835,87.3843,22.28,97,100,5.03,snow
481,Thinadhoo,MV,2021-12-20 01:47:58,0.5333,72.9333,80.6,76,99,5.44,overcast clouds
482,Quimper,FR,2021-12-20 01:45:17,48.0,-4.1,41.83,93,90,4.61,overcast clouds
483,Khani,GE,2021-12-20 01:47:59,41.9563,42.9566,40.57,69,100,6.26,overcast clouds
484,Teguldet,RU,2021-12-20 01:47:59,57.3064,88.1667,-8.54,90,100,8.9,overcast clouds
485,Kovdor,RU,2021-12-20 01:47:59,67.5662,30.4758,5.16,98,99,4.07,overcast clouds
486,Vryburg,ZA,2021-12-20 01:48:00,-26.9566,24.7284,61.27,79,98,8.37,overcast clouds
487,Omaruru,NA,2021-12-20 01:48:00,-21.4333,15.9333,67.08,35,64,3.22,broken clouds
488,Senno,RU,2021-12-20 01:48:01,59.5336,33.9167,13.26,89,100,10.38,overcast clouds
489,Sayat,TM,2021-12-20 01:48:01,38.7839,63.8803,42.67,31,0,10.13,clear sky
490,Haines Junction,CA,2021-12-20 01:48:01,60.7522,-137.5108,-18.45,76,99,1.14,overcast clouds
491,Belyy Yar,RU,2021-12-20 01:48:02,53.6039,91.3903,15.85,87,75,2.24,broken clouds
492,Leningradskiy,RU,2021-12-20 01:48:02,69.3833,178.4167,0.32,88,100,7.83,overcast clouds
493,Dongsheng,CN,2021-12-20 01:48:03,39.8161,109.9776,25.41,38,0,12.95,clear sky
494,Jiuquan,CN,2021-12-20 01:48:03,39.7432,98.5174,25.77,20,0,1.86,clear sky
495,Atasu,KZ,2021-12-20 01:48:03,48.6814,71.6433,27.48,97,100,8.84,overcast clouds
496,Sorong,ID,2021-12-20 01:48:04,-0.8833,131.25,81.23,80,100,1.07,overcast clouds
497,Grindavik,IS,2021-12-20 01:48:04,63.8424,-22.4338,43.27,100,90,6.91,mist
498,Santa Quiteria,BR,2021-12-20 01:48:04,-4.3319,-40.1567,79.92,65,93,5.28,overcast clouds
499,Carmo Do Paranaiba,BR,2021-12-20 01:48:05,-19.0008,-46.3161,65.75,93,9,6.73,clear sky
500,Venice,US,2021-12-20 01:48:05,27.0998,-82.4543,75.15,97,40,0.0,mist
501,Kidal,ML,2021-12-20 01:48:05,18.4411,1.4078,63.43,22,72,12.84,broken clouds
502,Gisborne,NZ,2021-12-20 01:43:49,-38.6533,178.0042,82.58,31,0,12.86,clear sky
503,Neiafu,TO,2021-12-20 01:48:06,-18.65,-173.9833,86.68,74,40,12.66,scattered clouds
504,Nizhniy Kuranakh,RU,2021-12-20 01:48:06,58.8353,125.4869,-25.08,93,100,5.12,overcast clouds
505,Manoel Urbano,BR,2021-12-20 01:48:07,-8.8389,-69.2597,74.62,98,100,2.68,overcast clouds
506,Basco,PH,2021-12-20 01:48:07,20.4487,121.9702,73.96,78,100,25.41,overcast clouds
507,Sinnamary,GF,2021-12-20 01:48:08,5.3833,-52.95,78.15,87,99,6.93,overcast clouds
508,Whitehorse,CA,2021-12-20 01:48:08,60.7161,-135.0538,-3.98,74,20,5.99,few clouds
509,Rawlins,US,2021-12-20 01:48:08,41.7911,-107.2387,35.82,43,1,14.97,clear sky
510,Morondava,MG,2021-12-20 01:48:09,-20.2833,44.2833,77.61,74,61,3.49,broken clouds
511,At-Bashi,KG,2021-12-20 01:48:09,41.1702,75.8106,14.83,68,92,1.48,overcast clouds
512,Lakatoro,VU,2021-12-20 01:48:09,-16.0999,167.4164,84.22,70,93,8.55,overcast clouds
513,Korgen,NO,2021-12-20 01:48:10,66.0771,13.8153,38.26,98,71,3.6,broken clouds
514,Panjab,AF,2021-12-20 01:48:10,34.388,67.0233,27.43,97,95,2.86,light snow
515,Flin Flon,CA,2021-12-20 01:48:11,54.7682,-101.865,2.41,93,100,10.25,overcast clouds
